2023-10-14 11:50:02 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3202.54N/10146.27WONEBP-WV,13,0.69,alt=10967.7M,379
2023-10-14 11:50:51 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,W5GNB-10:=3202.80N/10145.56WONEBP-WV,14,0.66,alt=10183.0M,380
2023-10-14 11:51:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3202.91N/10145.20WONEBP-WV,14,0.66,alt=9791.5M,381
2023-10-14 11:52:06 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KG5OZI-1:=3203.12N/10144.53WONEBP-WV,15,0.64,alt=9054.8M,382
2023-10-14 11:52:31 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.25N/10144.23WONEBP-WV,15,0.64,alt=8696.4M,383
2023-10-14 11:52:56 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3203.37N/10143.91WONEBP-WV,15,0.64,alt=8341.0M,384
2023-10-14 11:53:22 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.47N/10143.57WONEBP-WV,15,0.64,alt=7979.1M,385
2023-10-14 11:53:48 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.53N/10143.22WONEBP-WV,15,0.64,alt=7625.1M,386
2023-10-14 11:54:14 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.55N/10142.89WONEBP-WV,15,0.64,alt=7271.9M,387
2023-10-14 11:54:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.55N/10142.58WONEBP-WV,16,0.62,alt=6916.8M,388
2023-10-14 11:55:32 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.56N/10142.03WONEBP-WV,16,0.62,alt=6259.1M,389
2023-10-14 11:55:58 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.59N/10141.76WONEBP-WV,16,0.62,alt=5935.7M,390
2023-10-14 11:56:24 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.60N/10141.52WONEBP-WV,16,0.62,alt=5622.5M,391
2023-10-14 11:56:51 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.59N/10141.28WONEBP-WV,16,0.62,alt=5310.4M,392
2023-10-14 11:57:17 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.53N/10141.06WONEBP-WV,16,0.62,alt=4999.3M,393
2023-10-14 11:57:43 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3203.46N/10140.86WONEBP-WV,16,0.62,alt=4695.6M,394
2023-10-14 11:58:09 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.36N/10140.69WONEBP-WV,16,0.62,alt=4400.7M,395
2023-10-14 11:59:01 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.19N/10140.35WONEBP-WV,16,0.62,alt=3840.6M,396
2023-10-14 11:59:51 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.06N/10139.98WONEBP-WV,16,0.62,alt=3308.3M,397
2023-10-14 12:00:16 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.01N/10139.83WONEBP-WV,16,0.62,alt=3041.6M,398
2023-10-14 12:00:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3202.99N/10139.70WONEBP-WV,16,0.62,alt=2784.3M,399
2023-10-14 12:01:06 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.02N/10139.56WONEBP-WV,16,0.62,alt=2526.1M,400
2023-10-14 12:01:31 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.05N/10139.46WONEBP-WV,16,0.62,alt=2280.6M,401
2023-10-14 12:01:56 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.06N/10139.36WONEBP-WV,16,0.62,alt=2035.6M,402
2023-10-14 12:02:21 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.05N/10139.31WONEBP-WV,17,0.57,alt=1808.7M,403
2023-10-14 12:02:47 CDT: KE8TJE-11>HYMTR,WIDE1*,WIDE2-2,qAR,KI5CYM:=3203.04N/10139.30WONEBP-WV,17,0.57,alt=1547.2M,404
2023-10-14 12:03:11 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KE5MLP-1:=3203.02N/10139.35WONEBP-WV,17,0.57,alt=1314.2M,405
2023-10-14 12:19:01 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3202.90N/10139.49WONEBP-WV,19,0.54,alt=790.1M,443
2023-10-14 12:20:41 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3202.90N/10139.49WONEBP-WV,20,0.53,alt=790.8M,447
2023-10-14 12:21:56 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3202.90N/10139.49WONEBP-WV,20,0.53,alt=791.6M,450
2023-10-14 13:22:21 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3202.90N/10139.49WONEBP-WV,16,0.66,alt=775.3M,595
2023-10-14 13:22:46 CDT: KE8TJE-11>HYMTR,WIDE1-1,WIDE2-2,qAR,KC5DJY-13:=3202.90N/10139.49WONEBP-WV,16,0.66,alt=775.5M,596
